county_name,county,nc_region_4,vtd,total,white_,black_,hisp_,other_,_rep,_dem,_ind,_lib,white_dem,white_ind,white_rep,white_lib,black_dem,black_ind,black_rep,black_lib,hisp_dem,hisp_ind,hisp_rep,hisp_lib,other_dem,other_ind,other_rep,other_lib,med_age,med_inc,edu_coll,edu_hsless,edu_prof,edu_somecoll,pop_dens,city_dist,white_pov,pop_total,area_total
TYRRELL,37177,Outer Coastal Plain,371771,119,22,95,1,1,11,94,14,0,8,6,8,0,85,7,3,0,1,0,0,0,0,1,0,0,44.7,10.68161905700107,0.034830430797433545,0.6663611365719523,0.00916590284142988,0.28964252978918426,19.389193652855045,76886.82297364519,0.18159048215403883,1193,61.52911881533205
TYRRELL,37177,Outer Coastal Plain,3717714,35,35,0,0,0,4,7,23,1,7,23,4,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
TYRRELL,37177,Outer Coastal Plain,3717715,313,210,98,3,2,55,133,125,0,47,113,50,0,86,10,2,0,0,1,2,0,0,1,1,0,40.8,11.125054665263015,0.23518164435946462,0.49521988527724664,0.14531548757170173,0.124282982791587,44.93743852166479,81858.33746797936,0.18159048215403883,949,21.118248641218784
TYRRELL,37177,Outer Coastal Plain,3717716,14,10,3,1,0,5,5,4,0,1,4,5,0,3,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,
TYRRELL,37177,Outer Coastal Plain,371772,866,633,190,26,17,153,368,340,5,192,295,141,5,166,21,3,0,9,14,3,0,1,10,6,0,39.4,9.95788103636646,0.10407239819004525,0.5701357466063348,0.056561085972850686,0.2692307692307692,176.6489653191715,81418.80030052077,0.18159048215403883,674,3.815476636289426
TYRRELL,37177,Outer Coastal Plain,371773,103,76,26,0,1,19,39,45,0,19,39,18,0,20,5,1,0,0,0,0,0,0,1,0,0,60.6,10.870205203603206,0.06066536203522505,0.6046966731898239,0.05675146771037182,0.27788649706457924,1.84019443664089,83651.99833408864,0.18159048215403883,560,304.31566841503434
